Table S3. Acknowledgement of GISAID sequences used in the design of SCV2 PepSeq Library.

Virus Name	Accession No.	Collected	Originating laboratory	Submitting laboratory	Authors
England/20108003302/2020	EPI_ISL_417248	3/3/20	Respiratory Virus Unit, Microbiology Services Colindale, Public Health England	Respiratory Virus Unit, Microbiology Services Colindale, Public Health England	Monica Galiano et al
England/20108004702/2020	EPI_ISL_417250	3/2/20	Respiratory Virus Unit, Microbiology Services Colindale, Public Health England	Respiratory Virus Unit, Microbiology Services Colindale, Public Health England	Monica Galiano et al
England/20108006003/2020	EPI_ISL_417252	3/5/20	Respiratory Virus Unit, Microbiology Services Colindale, Public Health England	Respiratory Virus Unit, Microbiology Services Colindale, Public Health England	Monica Galiano et al
England/20108006802/2020	EPI_ISL_417254	3/4/20	Respiratory Virus Unit, Microbiology Services Colindale, Public Health England	Respiratory Virus Unit, Microbiology Services Colindale, Public Health England	Monica Galiano et al
England/20108007002/2020	EPI_ISL_417255	3/4/20	Respiratory Virus Unit, Microbiology Services Colindale, Public Health England	Respiratory Virus Unit, Microbiology Services Colindale, Public Health England	Monica Galiano et al
England/20108007302/2020	EPI_ISL_417256	3/3/20	Respiratory Virus Unit, Microbiology Services Colindale, Public Health England	Respiratory Virus Unit, Microbiology Services Colindale, Public Health England	Monica Galiano et al
England/20108034006/2020	EPI_ISL_417258	3/6/20	Respiratory Virus Unit, Microbiology Services Colindale, Public Health England	Respiratory Virus Unit, Microbiology Services Colindale, Public Health England	Monica Galiano et al
England/20109035906/2020	EPI_ISL_417260	3/5/20	Respiratory Virus Unit, Microbiology Services Colindale, Public Health England	Respiratory Virus Unit, Microbiology Services Colindale, Public Health England	Monica Galiano et al
England/20109039306/2020	EPI_ISL_417262	3/6/20	Respiratory Virus Unit, Microbiology Services Colindale, Public Health England	Respiratory Virus Unit, Microbiology Services Colindale, Public Health England	Monica Galiano et al
England/20109050406/2020	EPI_ISL_417265	3/8/20	Respiratory Virus Unit, Microbiology Services Colindale, Public Health England	Respiratory Virus Unit, Microbiology Services Colindale, Public Health England	Monica Galiano et al
England/20109050506/2020	EPI_ISL_417266	3/5/20	Respiratory Virus Unit, Microbiology Services Colindale, Public Health England	Respiratory Virus Unit, Microbiology Services Colindale, Public Health England	Monica Galiano et al
England/20109050606/2020	EPI_ISL_417267	3/5/20	Respiratory Virus Unit, Microbiology Services Colindale, Public Health England	Respiratory Virus Unit, Microbiology Services Colindale, Public Health England	Monica Galiano et al
England/20109050706/2020	EPI_ISL_417268	3/5/20	Respiratory Virus Unit, Microbiology Services Colindale, Public Health England	Respiratory Virus Unit, Microbiology Services Colindale, Public Health England	Monica Galiano et al
England/20109050806/2020	EPI_ISL_417269	3/5/20	Respiratory Virus Unit, Microbiology Services Colindale, Public Health England	Respiratory Virus Unit, Microbiology Services Colindale, Public Health England	Monica Galiano et al
England/20109051806/2020	EPI_ISL_417270	3/6/20	Respiratory Virus Unit, Microbiology Services Colindale, Public Health England	Respiratory Virus Unit, Microbiology Services Colindale, Public Health England	Monica Galiano et al
England/20109052006/2020	EPI_ISL_417272	3/6/20	Respiratory Virus Unit, Microbiology Services Colindale, Public Health England	Respiratory Virus Unit, Microbiology Services Colindale, Public Health England	Monica Galiano et al
England/20109053606/2020	EPI_ISL_417279	3/7/20	Respiratory Virus Unit, Microbiology Services Colindale, Public Health England	Respiratory Virus Unit, Microbiology Services Colindale, Public Health England	Monica Galiano et al
England/20109054806/2020	EPI_ISL_417280	3/7/20	Respiratory Virus Unit, Microbiology Services Colindale, Public Health England	Respiratory Virus Unit, Microbiology Services Colindale, Public Health England	Monica Galiano et al
England/20109056906/2020	EPI_ISL_417282	3/5/20	Respiratory Virus Unit, Microbiology Services Colindale, Public Health England	Respiratory Virus Unit, Microbiology Services Colindale, Public Health England	Monica Galiano et al
England/20109093806/2020	EPI_ISL_417287	3/6/20	Respiratory Virus Unit, Microbiology Services Colindale, Public Health England	Respiratory Virus Unit, Microbiology Services Colindale, Public Health England	Monica Galiano et al
England/20109094006/2020	EPI_ISL_417289	3/6/20	Respiratory Virus Unit, Microbiology Services Colindale, Public Health England	Respiratory Virus Unit, Microbiology Services Colindale, Public Health England	Monica Galiano et al
England/20109094106/2020	EPI_ISL_417290	3/6/20	Respiratory Virus Unit, Microbiology Services Colindale, Public Health England	Respiratory Virus Unit, Microbiology Services Colindale, Public Health England	Monica Galiano et al
England/20109094206/2020	EPI_ISL_417291	3/8/20	Respiratory Virus Unit, Microbiology Services Colindale, Public Health England	Respiratory Virus Unit, Microbiology Services Colindale, Public Health England	Monica Galiano et al
England/20109094506/2020	EPI_ISL_417292	3/8/20	Respiratory Virus Unit, Microbiology Services Colindale, Public Health England	Respiratory Virus Unit, Microbiology Services Colindale, Public Health England	Monica Galiano et al
England/20109097506/2020	EPI_ISL_417293	3/8/20	Respiratory Virus Unit, Microbiology Services Colindale, Public Health England	Respiratory Virus Unit, Microbiology Services Colindale, Public Health England	Monica Galiano et al
England/20109098806/2020	EPI_ISL_417295	3/8/20	Respiratory Virus Unit, Microbiology Services Colindale, Public Health England	Respiratory Virus Unit, Microbiology Services Colindale, Public Health England	Monica Galiano et al
England/20109099006/2020	EPI_ISL_417297	3/6/20	Respiratory Virus Unit, Microbiology Services Colindale, Public Health England	Respiratory Virus Unit, Microbiology Services Colindale, Public Health England	Monica Galiano et al
England/20109099106/2020	EPI_ISL_417298	3/8/20	Respiratory Virus Unit, Microbiology Services Colindale, Public Health England	Respiratory Virus Unit, Microbiology Services Colindale, Public Health England	Monica Galiano et al
England/20109099206/2020	EPI_ISL_417299	3/8/20	Respiratory Virus Unit, Microbiology Services Colindale, Public Health England	Respiratory Virus Unit, Microbiology Services Colindale, Public Health England	Monica Galiano et al
England/20110000606/2020	EPI_ISL_417301	3/6/20	Respiratory Virus Unit, Microbiology Services Colindale, Public Health England	Respiratory Virus Unit, Microbiology Services Colindale, Public Health England	Monica Galiano et al
England/20110000706/2020	EPI_ISL_417302	3/5/20	Respiratory Virus Unit, Microbiology Services Colindale, Public Health England	Respiratory Virus Unit, Microbiology Services Colindale, Public Health England	Monica Galiano et al
England/20110023706/2020	EPI_ISL_417307	3/8/20	Respiratory Virus Unit, Microbiology Services Colindale, Public Health England	Respiratory Virus Unit, Microbiology Services Colindale, Public Health England	Monica Galiano et al
England/20110058706/2020	EPI_ISL_417311	3/9/20	Respiratory Virus Unit, Microbiology Services Colindale, Public Health England	Respiratory Virus Unit, Microbiology Services Colindale, Public Health England	Monica Galiano et al
England/20112112106/2020	EPI_ISL_417314	3/10/20	Respiratory Virus Unit, Microbiology Services Colindale, Public Health England	Respiratory Virus Unit, Microbiology Services Colindale, Public Health England	Monica Galiano et al
England/20118044606/2020	EPI_ISL_417315	3/13/20	Respiratory Virus Unit, Microbiology Services Colindale, Public Health England	Respiratory Virus Unit, Microbiology Services Colindale, Public Health England	Monica Galiano et al
USA/CA-SCCPHD-UC14/2020	EPI_ISL_417318	2/29/20	Santa Clara County Public Health Department	Chiu Laboratory, University of California, San Francisco	Xianding Deng et al
USA/CA-SCCPHD-UC16/2020	EPI_ISL_417320	3/4/20	Santa Clara County Public Health Department	Chiu Laboratory, University of California, San Francisco	Xianding Deng et al
USA/CA-CDPH-UC26/2020	EPI_ISL_417330	3/13/20	Chiu Laboratory, University of California, San Francisco	Chiu Laboratory, University of California, San Francisco	Xianding Deng et al
France/Lyon_06042/2020	EPI_ISL_417333	3/4/20	Institut des Agents Infectieux (IAI), Hospices Civils de Lyon	CNR Virus des Infections Respiratoires - France SUD	Antonin Bal et al
France/Lyon_06056/2020	EPI_ISL_417334	3/4/20	Institut des Agents Infectieux (IAI), Hospices Civils de Lyon	CNR Virus des Infections Respiratoires - France SUD	Antonin Bal et al
France/Lyon_0668/2020	EPI_ISL_417336	3/6/20	Institut des Agents Infectieux (IAI), Hospices Civils de Lyon	CNR Virus des Infections Respiratoires - France SUD	Antonin Bal et al
France/Lyon_06625/2020	EPI_ISL_417337	3/7/20	Institut des Agents Infectieux (IAI), Hospices Civils de Lyon	CNR Virus des Infections Respiratoires - France SUD	Antonin Bal et al
France/Macon_06756/2020	EPI_ISL_417338	3/7/20	Centre Hospitalier de Macon	CNR Virus des Infections Respiratoires - France SUD	Antonin Bal et al
France/Lyon_06820/2020	EPI_ISL_417339	3/8/20	Institut des Agents Infectieux (IAI), Hospices Civils de Lyon	CNR Virus des Infections Respiratoires - France SUD	Antonin Bal et al
France/Bourg-en-Bresse_06813/2020	EPI_ISL_417340	3/7/20	Centre Hospitalier de Bourg en Bresse	CNR Virus des Infections Respiratoires - France SUD	Antonin Bal et al
USA/WA-UW192/2020	EPI_ISL_417341	3/13/20	UW Virology Lab	UW Virology Lab	Pavitra Roychoudhury et al
USA/WA-UW193/2020	EPI_ISL_417342	3/13/20	UW Virology Lab	UW Virology Lab	Pavitra Roychoudhury et al
USA/WA-UW194/2020	EPI_ISL_417343	3/13/20	UW Virology Lab	UW Virology Lab	Pavitra Roychoudhury et al
USA/WA-UW195/2020	EPI_ISL_417344	3/13/20	UW Virology Lab	UW Virology Lab	Pavitra Roychoudhury et al
USA/WA-UW196/2020	EPI_ISL_417345	3/13/20	UW Virology Lab	UW Virology Lab	Pavitra Roychoudhury et al
USA/WA-UW197/2020	EPI_ISL_417346	3/12/20	UW Virology Lab	UW Virology Lab	Pavitra Roychoudhury et al
USA/WA-UW198/2020	EPI_ISL_417347	3/12/20	UW Virology Lab	UW Virology Lab	Pavitra Roychoudhury et al
USA/WA-UW199/2020	EPI_ISL_417348	3/13/20	UW Virology Lab	UW Virology Lab	Pavitra Roychoudhury et al
USA/WA-UW201/2020	EPI_ISL_417350	3/12/20	UW Virology Lab	UW Virology Lab	Pavitra Roychoudhury et al
USA/WA-UW202/2020	EPI_ISL_417351	3/12/20	UW Virology Lab	UW Virology Lab	Pavitra Roychoudhury et al
USA/WA-UW203/2020	EPI_ISL_417352	3/12/20	UW Virology Lab	UW Virology Lab	Pavitra Roychoudhury et al
USA/WA-UW204/2020	EPI_ISL_417353	3/13/20	UW Virology Lab	UW Virology Lab	Pavitra Roychoudhury et al
USA/WA-UW205/2020	EPI_ISL_417354	3/13/20	UW Virology Lab	UW Virology Lab	Pavitra Roychoudhury et al
USA/WA-UW206/2020	EPI_ISL_417355	3/13/20	UW Virology Lab	UW Virology Lab	Pavitra Roychoudhury et al
USA/WA-UW207/2020	EPI_ISL_417356	3/13/20	UW Virology Lab	UW Virology Lab	Pavitra Roychoudhury et al
USA/WA-UW209/2020	EPI_ISL_417358	3/13/20	UW Virology Lab	UW Virology Lab	Pavitra Roychoudhury et al
USA/WA-UW210/2020	EPI_ISL_417359	3/14/20	UW Virology Lab	UW Virology Lab	Pavitra Roychoudhury et al
USA/WA-UW211/2020	EPI_ISL_417360	3/14/20	UW Virology Lab	UW Virology Lab	Pavitra Roychoudhury et al
USA/WA-UW212/2020	EPI_ISL_417361	3/14/20	UW Virology Lab	UW Virology Lab	Pavitra Roychoudhury et al
USA/CT-UW213/2020	EPI_ISL_417362	3/13/20	UW Virology Lab	UW Virology Lab	Pavitra Roychoudhury et al
USA/WA-UW214/2020	EPI_ISL_417363	3/14/20	UW Virology Lab	UW Virology Lab	Pavitra Roychoudhury et al
USA/WA-UW215/2020	EPI_ISL_417364	3/12/20	UW Virology Lab	UW Virology Lab	Pavitra Roychoudhury et al
USA/WA-UW217/2020	EPI_ISL_417366	3/14/20	UW Virology Lab	UW Virology Lab	Pavitra Roychoudhury et al
USA/WA-UW218/2020	EPI_ISL_417367	3/13/20	UW Virology Lab	UW Virology Lab	Pavitra Roychoudhury et al
USA/UN-UW219/2020	EPI_ISL_417368	3/13/20	UW Virology Lab	UW Virology Lab	Pavitra Roychoudhury et al
USA/WA-UW220/2020	EPI_ISL_417369	3/14/20	UW Virology Lab	UW Virology Lab	Pavitra Roychoudhury et al
USA/WA-UW221/2020	EPI_ISL_417370	3/14/20	UW Virology Lab	UW Virology Lab	Pavitra Roychoudhury et al
USA/WA-UW222/2020	EPI_ISL_417371	3/13/20	UW Virology Lab	UW Virology Lab	Pavitra Roychoudhury et al
USA/CT-UW223/2020	EPI_ISL_417372	3/13/20	UW Virology Lab	UW Virology Lab	Pavitra Roychoudhury et al
USA/CT-UW224/2020	EPI_ISL_417373	3/13/20	UW Virology Lab	UW Virology Lab	Pavitra Roychoudhury et al
USA/WA-UW225/2020	EPI_ISL_417374	3/15/20	UW Virology Lab	UW Virology Lab	Pavitra Roychoudhury et al
USA/WA-UW226/2020	EPI_ISL_417375	3/15/20	UW Virology Lab	UW Virology Lab	Pavitra Roychoudhury et al
USA/WA-UW227/2020	EPI_ISL_417376	3/15/20	UW Virology Lab	UW Virology Lab	Pavitra Roychoudhury et al
USA/WA-UW228/2020	EPI_ISL_417377	3/15/20	UW Virology Lab	UW Virology Lab	Pavitra Roychoudhury et al
USA/WA-UW229/2020	EPI_ISL_417378	3/14/20	UW Virology Lab	UW Virology Lab	Pavitra Roychoudhury et al
USA/WA-UW230/2020	EPI_ISL_417379	3/15/20	UW Virology Lab	UW Virology Lab	Pavitra Roychoudhury et al
USA/WA-UW231/2020	EPI_ISL_417380	3/14/20	UW Virology Lab	UW Virology Lab	Pavitra Roychoudhury et al
USA/WA-UW232/2020	EPI_ISL_417381	3/14/20	UW Virology Lab	UW Virology Lab	Pavitra Roychoudhury et al
USA/WA-UW233/2020	EPI_ISL_417382	3/15/20	UW Virology Lab	UW Virology Lab	Pavitra Roychoudhury et al
Australia/NSW15/2020	EPI_ISL_417383	3/3/20	Centre for Infectious Diseases and Microbiology Public Health	NSW Health Pathology - Institute of Clinical Pathology and Medical Research; Westmead Hospital; University of Sydney	Rockett R et al
Australia/NSW18/2020	EPI_ISL_417384	3/5/20	Centre for Infectious Diseases and Microbiology Public Health	NSW Health Pathology - Institute of Clinical Pathology and Medical Research; Westmead Hospital; University of Sydney	Eden J-S et al
Australia/NSW19/2020	EPI_ISL_417385	3/6/20	Centre for Infectious Diseases and Microbiology Public Health	NSW Health Pathology - Institute of Clinical Pathology and Medical Research; Westmead Hospital; University of Sydney	Lam C et al
Australia/NSW21/2020	EPI_ISL_417386	3/4/20	Centre for Infectious Diseases and Microbiology Public Health	NSW Health Pathology - Institute of Clinical Pathology and Medical Research; Westmead Hospital; University of Sydney	Gray K et al
Australia/NSW24/2020	EPI_ISL_417387	3/6/20	Centre for Infectious Diseases and Microbiology Public Health	NSW Health Pathology - Institute of Clinical Pathology and Medical Research; Westmead Hospital; University of Sydney	Timms V et al
Australia/NSW25/2020	EPI_ISL_417388	3/5/20	Centre for Infectious Diseases and Microbiology Public Health	NSW Health Pathology - Institute of Clinical Pathology and Medical Research; Westmead Hospital; University of Sydney	Gall M et al
Australia/NSW26/2020	EPI_ISL_417389	3/9/20	Centre for Infectious Diseases and Microbiology Public Health	NSW Health Pathology - Institute of Clinical Pathology and Medical Research; Westmead Hospital; University of Sydney	Arnott A et al
Australia/NSW27/2020	EPI_ISL_417390	3/8/20	Centre for Infectious Diseases and Microbiology Public Health	NSW Health Pathology - Institute of Clinical Pathology and Medical Research; Westmead Hospital; University of Sydney	Sadsad R et al
Australia/NSW28/2020	EPI_ISL_417391	3/8/20	Centre for Infectious Diseases and Microbiology Public Health	NSW Health Pathology - Institute of Clinical Pathology and Medical Research; Westmead Hospital; University of Sydney	Carter I et al
Australia/NSW35/2020	EPI_ISL_417393	3/8/20	Centre for Infectious Diseases and Microbiology Public Health	NSW Health Pathology - Institute of Clinical Pathology and Medical Research; Westmead Hospital; University of Sydney	Holmes EC et al
Australia/NSW36/2020	EPI_ISL_417394	3/10/20	Centre for Infectious Diseases and Microbiology Public Health	NSW Health Pathology - Institute of Clinical Pathology and Medical Research; Westmead Hospital; University of Sydney	O’Sullivan MV et al
Australia/NSW37/2020	EPI_ISL_417395	3/10/20	Centre for Infectious Diseases and Microbiology Public Health	NSW Health Pathology - Institute of Clinical Pathology and Medical Research; Westmead Hospital; University of Sydney	Sintchenko V et al
Australia/NSW38/2020	EPI_ISL_417396	3/10/20	Centre for Infectious Diseases and Microbiology Public Health	NSW Health Pathology - Institute of Clinical Pathology and Medical Research; Westmead Hospital; University of Sydney	Chen SC et al
Australia/NSW39/2020	EPI_ISL_417397	3/11/20	Centre for Infectious Diseases and Microbiology Public Health	NSW Health Pathology - Institute of Clinical Pathology and Medical Research; Westmead Hospital; University of Sydney	Maddocks S et al
Australia/NSW40/2020	EPI_ISL_417398	3/11/20	Centre for Infectious Diseases and Microbiology Public Health	NSW Health Pathology - Institute of Clinical Pathology and Medical Research; Westmead Hospital; University of Sydney	Kok J et al
Australia/NSW41/2020	EPI_ISL_417399	3/10/20	Centre for Infectious Diseases and Microbiology Public Health	NSW Health Pathology - Institute of Clinical Pathology and Medical Research; Westmead Hospital; University of Sydney	Dwyer DE et al
Australia/NSW44/2020	EPI_ISL_417400	3/10/20	Centre for Infectious Diseases and Microbiology Public Health	NSW Health Pathology - Institute of Clinical Pathology and Medical Research; Westmead Hospital; University of Sydney	Rockett R et al
